id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
980985,St. Petersburg,2016-05-13,Johan Camargo,	Tropicana Field,0,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,field,Philadelphia Phillies,wickets,7,N,NA,HDPK Dharmasena,CK Nandan
980987,"Queens, New York",2016-05-14,AB de Villiers,Citi Field,0,New York Mets,Houston Astros,Houston Astros,field,New York Mets,runs,144,N,NA,AY Dandekar,VK Sharma
980989,Chicago,2016-05-14,YK Pathan,	Guaranteed Rate Field,0,Chicago Cubs,Cleveland Guardians Supergiants,Cleveland Guardians Supergiants,bat,Chicago Cubs,wickets,8,N,D/L,A Nand Kishore,BNJ Oxenford
980991,Philadelphia,2016-05-15,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies,bat,Tampa Bay Rays,wickets,7,N,NA,KN Ananthapadmanabhan,M Erasmus
980993,St. Petersburg,2016-05-15,Johan Camargo,	Tropicana Field,0,Atlanta Braves,Washington Nationals,Washington Nationals,field,Atlanta Braves,runs,80,N,NA,Nitin Menon,CK Nandan
980995,Chicago,2016-05-16,V Kohli,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,New York Mets,field,New York Mets,wickets,9,N,NA,CB Gaffaney,A Nand Kishore
980997,St. Petersburg,2016-05-17,AB Dinda,	Tropicana Field,0,Cleveland Guardians Supergiants,Washington Nationals,Cleveland Guardians Supergiants,field,Cleveland Guardians Supergiants,runs,19,N,D/L,Nitin Menon,C Shamshuddin
980999,"Queens, New York",2016-05-18,V Kohli,Citi Field,0,New York Mets,Philadelphia Phillies,Philadelphia Phillies,field,New York Mets,runs,82,N,D/L,KN Ananthapadmanabhan,M Erasmus
981001,Boston,2016-05-19,DR Smith,	Fenway Park,0,Houston Astros,Chicago Cubs,Houston Astros,field,Houston Astros,wickets,6,N,NA,AK Chaudhary,CK Nandan
981003,Pittsburgh,2016-05-20,KK Nair,PNC Park,0,Washington Nationals,Tampa Bay Rays,Washington Nationals,field,Washington Nationals,wickets,6,N,NA,A Nand Kishore,BNJ Oxenford
981005,St. Petersburg,2016-05-21,MS Dhoni,	Tropicana Field,0,Cleveland Guardians Supergiants,Philadelphia Phillies,Philadelphia Phillies,bat,Cleveland Guardians Supergiants,wickets,4,N,NA,HDPK Dharmasena,Nitin Menon
981007,Boston,2016-05-21,SK Raina,	Fenway Park,0,Houston Astros,Atlanta Braves,Houston Astros,field,Houston Astros,wickets,6,N,NA,AK Chaudhary,CK Nandan
981009,Chicago,2016-05-22,YK Pathan,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,field,Chicago Cubs,runs,22,N,NA,KN Ananthapadmanabhan,M Erasmus
981011,Pittsburgh,2016-05-22,V Kohli,PNC Park,0,Washington Nationals,New York Mets,New York Mets,field,New York Mets,wickets,6,N,NA,A Nand Kishore,BNJ Oxenford
981013,"Queens, New York",2016-05-24,AB de Villiers,Citi Field,0,Houston Astros,New York Mets,New York Mets,field,New York Mets,wickets,4,N,NA,AK Chaudhary,HDPK Dharmasena
981015,Washington DC,2016-05-25,MC Henriques,Nationals Park,0,Tampa Bay Rays,Chicago Cubs,Chicago Cubs,field,Tampa Bay Rays,runs,22,N,NA,M Erasmus,C Shamshuddin
981017,Washington DC,2016-05-27,DA Warner,Nationals Park,0,Houston Astros,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,4,N,NA,M Erasmus,CK Nandan
981019,"Queens, New York",2016-05-29,BCJ Cutting,Citi Field,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,bat,Tampa Bay Rays,runs,8,N,NA,HDPK Dharmasena,BNJ Oxenford
1082591,Oakland,2017-04-05,Yuvraj Singh,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,New York Mets,field,Tampa Bay Rays,runs,35,N,NA,AY Dandekar,NJ Llong
1082592,San Diego,2017-04-06,SPD Smith,	Petco Park,0,Cleveland Guardians Supergiant,Atlanta Braves,Cleveland Guardians Supergiant,field,Cleveland Guardians Supergiant,wickets,7,N,NA,A Nand Kishore,S Ravi
1082593,Cleveland,2017-04-07,CA Lynn,	Progressive Field,0,Houston Astros,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,10,N,NA,Nitin Menon,CK Nandan
1082594,Denver,2017-04-08,GJ Maxwell,	Coors Field,0,Philadelphia Phillies,Cleveland Guardians Supergiant,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,AK Chaudhary,C Shamshuddin
1082595,	Bronx,2017-04-08,KM Jadhav,Yankee Stadium,0,New York Mets,Washington Nationals,New York Mets,bat,New York Mets,runs,15,N,NA,S Ravi,VK Sharma
1082596,Oakland,2017-04-09,Rashid Khan,RingCentral Coliseum,0,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,field,Tampa Bay Rays,wickets,9,N,NA,A Deshmukh,NJ Llong
1082597,Cumberland,2017-04-09,Johan Camargo,Truist Park,0,Atlanta Braves,Chicago Cubs,Atlanta Braves,field,Atlanta Braves,wickets,4,N,NA,Nitin Menon,CK Nandan
1082598,Denver,2017-04-10,AR Patel,	Coors Field,0,Philadelphia Phillies,New York Mets,New York Mets,bat,Philadelphia Phillies,wickets,8,N,NA,AK Chaudhary,C Shamshuddin
1082599,San Diego,2017-04-11,SV Samson,	Petco Park,0,Cleveland Guardians Supergiant,Washington Nationals,Cleveland Guardians Supergiant,field,Washington Nationals,runs,97,N,NA,AY Dandekar,S Ravi
1082600,Cumberland,2017-04-12,Johan Camargo,Truist Park,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,field,Atlanta Braves,wickets,4,N,NA,Nitin Menon,CK Nandan
1082601,Chicago,2017-04-13,SP Narine,	Guaranteed Rate Field,0,Chicago Cubs,Philadelphia Phillies,Chicago Cubs,field,Chicago Cubs,wickets,8,N,NA,A Deshmukh,NJ Llong
1082602,"Queens, New York",2017-04-14,KA Pollard,Citi Field,0,New York Mets,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,4,N,NA,KN Ananthapadmanabhan,AK Chaudhary
1082603,Cleveland,2017-04-14,AJ Tye,	Progressive Field,0,Houston Astros,Cleveland Guardians Supergiant,Houston Astros,field,Houston Astros,wickets,7,N,NA,A Nand Kishore,S Ravi
1082604,Chicago,2017-04-15,RV Uthappa,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,field,Chicago Cubs,runs,17,N,NA,AY Dandekar,NJ Llong
1082605,Washington DC,2017-04-15,CJ Anderson,Nationals Park,0,Washington Nationals,Philadelphia Phillies,Washington Nationals,bat,Washington Nationals,runs,51,N,NA,YC Barde,Nitin Menon
1082606,Cumberland,2017-04-16,Johan Camargo,Truist Park,0,Atlanta Braves,Houston Astros,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,A Nand Kishore,S Ravi
1082607,"Queens, New York",2017-04-16,BA Stokes,Citi Field,0,New York Mets,Cleveland Guardians Supergiant,New York Mets,field,Cleveland Guardians Supergiant,runs,27,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1082608,Washington DC,2017-04-17,NM Coulter-Nile,Nationals Park,0,Washington Nationals,Chicago Cubs,Washington Nationals,bat,Chicago Cubs,wickets,4,N,NA,Nitin Menon,CK Nandan
1082609,Oakland,2017-04-17,B Kumar,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Philadelphia Phillies,field,Tampa Bay Rays,runs,5,N,NA,AY Dandekar,A Deshmukh
1082610,Cleveland,2017-04-18,CH Gayle,	Progressive Field,0,Houston Astros,New York Mets,Houston Astros,field,New York Mets,runs,21,N,NA,S Ravi,VK Sharma
1082611,Oakland,2017-04-19,KS Williamson,RingCentral Coliseum,0,Tampa Bay Rays,Washington Nationals,Tampa Bay Rays,bat,Tampa Bay Rays,runs,15,N,NA,CB Gaffaney,NJ Llong
1082612,Denver,2017-04-20,JC Buttler,	Coors Field,0,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,8,N,NA,M Erasmus,C Shamshuddin
1082613,Chicago,2017-04-21,SK Raina,	Guaranteed Rate Field,0,Chicago Cubs,Houston Astros,Houston Astros,field,Houston Astros,wickets,4,N,NA,CB Gaffaney,Nitin Menon
1082614,Cumberland,2017-04-22,Johan Camargo,Truist Park,0,Atlanta Braves,Washington Nationals,Washington Nationals,field,Atlanta Braves,runs,14,N,NA,A Nand Kishore,S Ravi
1082615,San Diego,2017-04-22,MS Dhoni,	Petco Park,0,Cleveland Guardians Supergiant,Tampa Bay Rays,Cleveland Guardians Supergiant,field,Cleveland Guardians Supergiant,wickets,6,N,NA,AY Dandekar,A Deshmukh
1082616,Cleveland,2017-04-23,HM Amla,	Progressive Field,0,Houston Astros,Philadelphia Phillies,Houston Astros,field,Philadelphia Phillies,runs,26,N,NA,AK Chaudhary,M Erasmus
1082617,Chicago,2017-04-23,NM Coulter-Nile,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,New York Mets,field,Chicago Cubs,runs,82,N,NA,CB Gaffaney,CK Nandan
1082618,Cumberland,2017-04-24,Johan Camargo,Truist Park,0,Atlanta Braves,Cleveland Guardians Supergiant,Atlanta Braves,field,Cleveland Guardians Supergiant,runs,3,N,NA,A Nand Kishore,S Ravi
1082620,San Diego,2017-04-26,RV Uthappa,	Petco Park,0,Cleveland Guardians Supergiant,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,AY Dandekar,NJ Llong
1082621,"Queens, New York",2017-04-27,AJ Tye,Citi Field,0,New York Mets,Houston Astros,Houston Astros,field,Houston Astros,wickets,7,N,NA,AK Chaudhary,C Shamshuddin
1082622,Chicago,2017-04-28,G Gambhir,	Guaranteed Rate Field,0,Chicago Cubs,Washington Nationals,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,NJ Llong,S Ravi
1082623,Philadelphia,2017-04-28,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies,field,Tampa Bay Rays,runs,26,N,NA,Nitin Menon,CK Nandan
1082624,San Diego,2017-04-29,LH Ferguson,	Petco Park,0,Cleveland Guardians Supergiant,New York Mets,New York Mets,field,Cleveland Guardians Supergiant,runs,61,N,NA,KN Ananthapadmanabhan,M Erasmus
1082625,Cleveland,2017-04-29,KH Pandya,	Progressive Field,0,Houston Astros,Atlanta Braves,Houston Astros,bat,Atlanta Braves,tie,NA,Y,NA,AK Chaudhary,CB Gaffaney
1082626,Philadelphia,2017-04-30,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,field,Philadelphia Phillies,wickets,10,N,NA,YC Barde,CK Nandan
1082627,Oakland,2017-04-30,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,Chicago Cubs,Chicago Cubs,field,Tampa Bay Rays,runs,48,N,NA,AY Dandekar,S Ravi
1082628,Cumberland,2017-05-01,Johan Camargo,Truist Park,0,Atlanta Braves,New York Mets,New York Mets,field,Atlanta Braves,wickets,5,N,NA,AK Chaudhary,CB Gaffaney
1082629,San Diego,2017-05-01,BA Stokes,	Petco Park,0,Cleveland Guardians Supergiant,Houston Astros,Cleveland Guardians Supergiant,field,Cleveland Guardians Supergiant,wickets,5,N,NA,M Erasmus,C Shamshuddin
1082630,Washington DC,2017-05-02,Mohammed Shami,Nationals Park,0,Washington Nationals,Tampa Bay Rays,Washington Nationals,field,Washington Nationals,wickets,6,N,NA,YC Barde,Nitin Menon
1082631,Chicago,2017-05-03,RA Tripathi,	Guaranteed Rate Field,0,Chicago Cubs,Cleveland Guardians Supergiant,Cleveland Guardians Supergiant,field,Cleveland Guardians Supergiant,wickets,4,N,NA,KN Ananthapadmanabhan,A Nand Kishore
1082632,Washington DC,2017-05-04,RR Pant,Nationals Park,0,Washington Nationals,Houston Astros,Washington Nationals,field,Washington Nationals,wickets,7,N,NA,M Erasmus,Nitin Menon
1082633,"Queens, New York",2017-05-05,Sandeep Sharma,Citi Field,0,New York Mets,Philadelphia Phillies,New York Mets,field,Philadelphia Phillies,runs,19,N,NA,CB Gaffaney,C Shamshuddin
1082634,Oakland,2017-05-06,JD Unadkat,RingCentral Coliseum,0,Tampa Bay Rays,Cleveland Guardians Supergiant,Tampa Bay Rays,field,Cleveland Guardians Supergiant,runs,12,N,NA,KN Ananthapadmanabhan,AK Chaudhary
1082635,Washington DC,2017-05-06,LMP Simmons,Nationals Park,0,Washington Nationals,Atlanta Braves,Washington Nationals,field,Atlanta Braves,runs,146,N,NA,Nitin Menon,CK Nandan
1082636,"Queens, New York",2017-05-07,SP Narine,Citi Field,0,New York Mets,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,AY Dandekar,C Shamshuddin
1082637,Philadelphia,2017-05-07,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Houston Astros,Houston Astros,field,Houston Astros,wickets,6,N,NA,A Nand Kishore,VK Sharma
1082638,Oakland,2017-05-08,S Dhawan,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Atlanta Braves,bat,Tampa Bay Rays,wickets,7,N,NA,KN Ananthapadmanabhan,M Erasmus
1082639,Philadelphia,2017-05-09,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Chicago Cubs,Chicago Cubs,field,Philadelphia Phillies,runs,14,N,NA,A Nand Kishore,S Ravi
1082640,Boston,2017-05-10,SS Iyer,	Fenway Park,0,Houston Astros,Washington Nationals,Washington Nationals,field,Washington Nationals,wickets,2,N,NA,YC Barde,AK Chaudhary
1082641,Cumberland,2017-05-11,Johan Camargo,Truist Park,0,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,field,Philadelphia Phillies,runs,7,N,NA,A Deshmukh,A Nand Kishore
1082642,Washington DC,2017-05-12,KK Nair,Nationals Park,0,Washington Nationals,Cleveland Guardians Supergiant,Washington Nationals,bat,Washington Nationals,runs,7,N,NA,KN Ananthapadmanabhan,CK Nandan
1082643,Boston,2017-05-13,Mohammed Siraj,	Fenway Park,0,Houston Astros,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,8,N,NA,AK Chaudhary,Nitin Menon
1082644,Chicago,2017-05-13,AT Rayudu,	Guaranteed Rate Field,0,Chicago Cubs,Atlanta Braves,Chicago Cubs,field,Atlanta Braves,runs,9,N,NA,A Nand Kishore,S Ravi
1082645,San Diego,2017-05-14,JD Unadkat,	Petco Park,0,Cleveland Guardians Supergiant,Philadelphia Phillies,Cleveland Guardians Supergiant,field,Cleveland Guardians Supergiant,wickets,9,N,NA,AY Dandekar,A Deshmukh
1082646,Washington DC,2017-05-14,HV Patel,Nationals Park,0,Washington Nationals,New York Mets,New York Mets,bat,New York Mets,runs,10,N,NA,CK Nandan,C Shamshuddin
1082647,Cumberland,2017-05-16,Johan Camargo,Truist Park,0,Atlanta Braves,Cleveland Guardians Supergiant,Atlanta Braves,field,Cleveland Guardians Supergiant,runs,20,N,NA,S Ravi,C Shamshuddin
1082648,"Queens, New York",2017-05-17,NM Coulter-Nile,Citi Field,0,Tampa Bay Rays,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,7,N,D/L,AK Chaudhary,Nitin Menon
1082649,"Queens, New York",2017-05-19,Johan Camargo,Citi Field,0,Atlanta Braves,Chicago Cubs,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,NJ Llong,Nitin Menon
1082650,Oakland,2017-05-21,William Contreras,RingCentral Coliseum,0,Atlanta Braves,Cleveland Guardians Supergiant,Atlanta Braves,field,Atlanta Braves,runs,1,N,NA,NJ Llong,S Ravi
1136561,Cumberland,2018-04-07,William Contreras,Truist Park,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,1,N,NA,CB Gaffaney,A Nand Kishore
1136562,Philadelphia,2018-04-08,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,KN Ananthapadmanabhan,RJ Tucker
1136563,Chicago,2018-04-08,SP Narine,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,Chicago Cubs,field,Chicago Cubs,wickets,4,N,NA,C Shamshuddin,A Deshmukh
1136564,Oakland,2018-04-09,S Dhawan,RingCentral Coliseum,0,Tampa Bay Rays,Milwaukee Brewers,Tampa Bay Rays,field,Tampa Bay Rays,wickets,9,N,NA,VA Kulkarni,NJ Llong
1136565,Detroit ,2018-04-10,SW Billings,Comerica Park,0,San Francisco Giants,Chicago Cubs,San Francisco Giants,field,San Francisco Giants,wickets,5,N,NA,CB Gaffaney,AK Chaudhary
1136566,Milwaukee,2018-04-11,SV Samson,American Family Field,0,Milwaukee Brewers,Washington Nationals,Washington Nationals,field,Milwaukee Brewers,runs,10,N,D/L,KN Ananthapadmanabhan,Nitin Menon
1136567,Oakland,2018-04-12,Rashid Khan,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,field,Tampa Bay Rays,wickets,1,N,NA,NJ Llong,CK Nandan
1136568,	Bronx,2018-04-13,UT Yadav,Yankee Stadium,0,New York Mets,Philadelphia Phillies,New York Mets,field,New York Mets,wickets,4,N,NA,A Deshmukh,S Ravi
1136569,Cumberland,2018-04-14,William Contreras,Truist Park,0,Atlanta Braves,Washington Nationals,Washington Nationals,field,Washington Nationals,wickets,7,N,NA,KN Ananthapadmanabhan,Nitin Menon
1136570,Chicago,2018-04-14,B Stanlake,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,5,N,NA,AK Chaudhary,A Nand Kishore
1136571,	Bronx,2018-04-15,SV Samson,Yankee Stadium,0,New York Mets,Milwaukee Brewers,New York Mets,field,Milwaukee Brewers,runs,19,N,NA,C Shamshuddin,S Ravi
1136572,Philadelphia,2018-04-15,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,San Francisco Giants,San Francisco Giants,field,Philadelphia Phillies,runs,4,N,NA,VA Kulkarni,CK Nandan
1136573,Chicago,2018-04-16,N Rana,	Guaranteed Rate Field,0,Chicago Cubs,Washington Nationals,Washington Nationals,field,Chicago Cubs,runs,71,N,NA,AK Chaudhary,A Nand Kishore
1136574,Cumberland,2018-04-17,William Contreras,Truist Park,0,Atlanta Braves,New York Mets,New York Mets,field,Atlanta Braves,runs,46,N,NA,RJ Tucker,Nitin Menon
1136575,Milwaukee,2018-04-18,N Rana,American Family Field,0,Milwaukee Brewers,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,A Deshmukh,S Ravi
1136576,Philadelphia,2018-04-19,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies,bat,Philadelphia Phillies,runs,15,N,NA,NJ Llong,AK Chaudhary
1136577,San Diego,2018-04-20,SR Watson,	Petco Park,0,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers,field,San Francisco Giants,runs,64,N,NA,KN Ananthapadmanabhan,Nitin Menon
1136578,Chicago,2018-04-21,KL Rahul,	Guaranteed Rate Field,0,Chicago Cubs,Philadelphia Phillies,Philadelphia Phillies,field,Philadelphia Phillies,wickets,9,N,D/L,C Shamshuddin,A Deshmukh
1136579,	Bronx,2018-04-21,AB de Villiers,Yankee Stadium,0,New York Mets,Washington Nationals,New York Mets,field,New York Mets,wickets,6,N,NA,CB Gaffaney,CK Nandan
1136580,Oakland,2018-04-22,AT Rayudu,RingCentral Coliseum,0,Tampa Bay Rays,San Francisco Giants,Tampa Bay Rays,field,San Francisco Giants,runs,4,N,NA,VA Kulkarni,AK Chaudhary
1136581,Milwaukee,2018-04-22,JC Archer,American Family Field,0,Milwaukee Brewers,Atlanta Braves,Atlanta Braves,bat,Milwaukee Brewers,wickets,3,N,NA,KN Ananthapadmanabhan,RJ Tucker
1136582,Washington DC,2018-04-23,AS Rajpoot,Nationals Park,0,Washington Nationals,Philadelphia Phillies,Washington Nationals,field,Philadelphia Phillies,runs,4,N,NA,A Nand Kishore,CK Nandan
1136583,Cumberland,2018-04-24,William Contreras,Truist Park,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,field,Tampa Bay Rays,runs,31,N,NA,C Shamshuddin,S Ravi
1136584,	Bronx,2018-04-25,MS Dhoni,Yankee Stadium,0,New York Mets,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,5,N,NA,NJ Llong,VK Sharma
1136585,Oakland,2018-04-26,AS Rajpoot,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Philadelphia Phillies,field,Tampa Bay Rays,runs,13,N,NA,YC Barde,CK Nandan
1136586,Washington DC,2018-04-27,SS Iyer,Nationals Park,0,Washington Nationals,Chicago Cubs,Chicago Cubs,field,Washington Nationals,runs,55,N,NA,C Shamshuddin,S Ravi
1136587,San Diego,2018-04-28,RG Sharma,	Petco Park,0,San Francisco Giants,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,8,N,NA,CB Gaffaney,Nitin Menon
1136588,Milwaukee,2018-04-29,KS Williamson,American Family Field,0,Milwaukee Brewers,Tampa Bay Rays,Tampa Bay Rays,bat,Tampa Bay Rays,runs,11,N,NA,BNJ Oxenford,A Nand Kishore
1136589,	Bronx,2018-04-29,CA Lynn,Yankee Stadium,0,New York Mets,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,NJ Llong,AK Chaudhary
1136590,San Diego,2018-04-30,SR Watson,	Petco Park,0,San Francisco Giants,Washington Nationals,Washington Nationals,field,San Francisco Giants,runs,13,N,NA,AY Dandekar,C Shamshuddin
1136591,	Bronx,2018-05-01,TG Southee,Yankee Stadium,0,New York Mets,Atlanta Braves,Atlanta Braves,field,New York Mets,runs,14,N,NA,M Erasmus,Nitin Menon
1136592,Washington DC,2018-05-02,RR Pant,Nationals Park,0,Washington Nationals,Milwaukee Brewers,Milwaukee Brewers,field,Washington Nationals,runs,4,N,D/L,VK Sharma,CK Nandan
1136593,Chicago,2018-05-03,SP Narine,	Guaranteed Rate Field,0,Chicago Cubs,San Francisco Giants,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,HDPK Dharmasena,A Deshmukh
1136594,Denver,2018-05-04,SA Yadav,	Coors Field,0,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,AY Dandekar,S Ravi
1136595,San Diego,2018-05-05,RA Jadeja,	Petco Park,0,San Francisco Giants,New York Mets,San Francisco Giants,field,San Francisco Giants,wickets,6,N,NA,Nitin Menon,YC Barde
1136596,Oakland,2018-05-05,Rashid Khan,RingCentral Coliseum,0,Tampa Bay Rays,Washington Nationals,Washington Nationals,bat,Tampa Bay Rays,wickets,7,N,NA,BNJ Oxenford,CK Nandan
1136597,Cumberland,2018-05-06,William Contreras,Truist Park,0,Atlanta Braves,Chicago Cubs,Chicago Cubs,field,Atlanta Braves,runs,13,N,NA,HDPK Dharmasena,A Deshmukh
1136598,Denver,2018-05-06,Mujeeb Ur Rahman,	Coors Field,0,Philadelphia Phillies,Milwaukee Brewers,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,C Shamshuddin,S Ravi
1136599,Oakland,2018-05-07,KS Williamson,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,New York Mets,field,Tampa Bay Rays,runs,5,N,NA,BNJ Oxenford,VK Sharma
1136600,Milwaukee,2018-05-08,JC Buttler,American Family Field,0,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,bat,Milwaukee Brewers,runs,15,N,NA,M Erasmus,Nitin Menon
1136601,Chicago,2018-05-09,Ishan Kishan,	Guaranteed Rate Field,0,Chicago Cubs,Atlanta Braves,Chicago Cubs,field,Atlanta Braves,runs,102,N,NA,KN Ananthapadmanabhan,AK Chaudhary
1136602,Washington DC,2018-05-10,S Dhawan,Nationals Park,0,Washington Nationals,Tampa Bay Rays,Washington Nationals,bat,Tampa Bay Rays,wickets,9,N,NA,AY Dandekar,C Shamshuddin
1136603,Milwaukee,2018-05-11,JC Buttler,American Family Field,0,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,bat,Milwaukee Brewers,wickets,4,N,NA,M Erasmus,YC Barde
1136604,Denver,2018-05-12,SP Narine,	Coors Field,0,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies,field,Chicago Cubs,runs,31,N,NA,VK Sharma,CK Nandan
1136605,Washington DC,2018-05-12,AB de Villiers,Nationals Park,0,Washington Nationals,New York Mets,New York Mets,field,New York Mets,wickets,5,N,NA,KN Ananthapadmanabhan,HDPK Dharmasena
1136606,San Diego,2018-05-13,AT Rayudu,	Petco Park,0,San Francisco Giants,Tampa Bay Rays,San Francisco Giants,field,San Francisco Giants,wickets,8,N,NA,M Erasmus,YC Barde
1136607,Cumberland,2018-05-13,William Contreras,Truist Park,0,Atlanta Braves,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,7,N,NA,Nitin Menon,S Ravi
1136608,Denver,2018-05-14,UT Yadav,	Coors Field,0,Philadelphia Phillies,New York Mets,New York Mets,field,New York Mets,wickets,10,N,NA,BNJ Oxenford,VK Sharma
1136609,Chicago,2018-05-15,Kuldeep Yadav,	Guaranteed Rate Field,0,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,HDPK Dharmasena,AK Chaudhary
1136610,Cumberland,2018-05-16,William Contreras,Truist Park,0,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies,field,Atlanta Braves,runs,3,N,NA,M Erasmus,Nitin Menon
1136611,	Bronx,2018-05-17,AB de Villiers,Yankee Stadium,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,New York Mets,runs,14,N,NA,AY Dandekar,S Ravi
1136612,Washington DC,2018-05-18,HV Patel,Nationals Park,0,Washington Nationals,San Francisco Giants,San Francisco Giants,field,Washington Nationals,runs,34,N,NA,VA Kulkarni,HDPK Dharmasena
1136613,Milwaukee,2018-05-19,S Gopal,American Family Field,0,Milwaukee Brewers,New York Mets,Milwaukee Brewers,bat,Milwaukee Brewers,runs,30,N,NA,BNJ Oxenford,VK Sharma
1136614,Oakland,2018-05-19,CA Lynn,RingCentral Coliseum,0,Tampa Bay Rays,Chicago Cubs,Tampa Bay Rays,bat,Chicago Cubs,wickets,5,N,NA,AK Chaudhary,S Ravi
1136615,Washington DC,2018-05-20,A Mishra,Nationals Park,0,Washington Nationals,Atlanta Braves,Washington Nationals,bat,Washington Nationals,runs,11,N,NA,HDPK Dharmasena,CK Nandan
1136616,San Diego,2018-05-20,L Ngidi,	Petco Park,0,San Francisco Giants,Philadelphia Phillies,San Francisco Giants,field,San Francisco Giants,wickets,5,N,NA,Nitin Menon,YC Barde
1136617,Cumberland,2018-05-22,F du Plessis,Truist Park,0,Tampa Bay Rays,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,2,N,NA,C Shamshuddin,M Erasmus
1136618,Chicago,2018-05-23,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,field,Chicago Cubs,runs,25,N,NA,AK Chaudhary,Nitin Menon
